seq	ts	stage	label	rss_kb	pss_kb	private_clean_kb	private_dirty_kb	shared_clean_kb	shared_dirty_kb	anonymous_kb	file_kb	swap_kb	smaps_file	extra
167	1781901177.683420688	C	subgraph_split_done	5647368	5643412	4519176	1123912	4280	0	1123912	0	0	167_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
168	1781901177.750564326	H	before_first_decode_token	5647368	5643413	4519176	1123912	4280	0	1123912	0	0	168_H_before_first_decode_token.smaps_rollup	subgraphs=33
169	1781901177.889595223	I	decode_layer_done	5647432	5643475	4519240	1123912	4280	0	1123912	0	0	169_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
170	1781901178.032761773	I	decode_layer_done	5647432	5643474	4519240	1123912	4280	0	1123912	0	0	170_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
171	1781901178.109172881	I	decode_layer_done	5647432	5643475	4519240	1123912	4280	0	1123912	0	0	171_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
172	1781901178.179461304	I	decode_layer_done	5647432	5643478	4519240	1123912	4280	0	1123912	0	0	172_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
173	1781901178.311543714	I	decode_layer_done	5647432	5643478	4519240	1123912	4280	0	1123912	0	0	173_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
174	1781901178.393041517	I	decode_layer_done	5647496	5643538	4519304	1123912	4280	0	1123912	0	0	174_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
175	1781901178.473771489	I	decode_layer_done	5647496	5643538	4519304	1123912	4280	0	1123912	0	0	175_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
176	1781901178.582266829	I	decode_layer_done	5647496	5643539	4519304	1123912	4280	0	1123912	0	0	176_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
177	1781901178.639295290	J	decode_token_done	5647496	5643540	4519304	1123912	4280	0	1123912	0	0	177_J_decode_token_done.smaps_rollup	subgraphs=33
178	1781901178.743789519	C	subgraph_split_done	5647496	5643540	4519304	1123912	4280	0	1123912	0	0	178_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
179	1781901178.872492070	H	before_first_decode_token	5647496	5643539	4519304	1123912	4280	0	1123912	0	0	179_H_before_first_decode_token.smaps_rollup	subgraphs=33
180	1781901179.011259671	I	decode_layer_done	5647496	5643542	4519304	1123912	4280	0	1123912	0	0	180_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
181	1781901179.076861981	I	decode_layer_done	5647496	5643539	4519304	1123912	4280	0	1123912	0	0	181_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
182	1781901179.152845456	I	decode_layer_done	5647496	5643539	4519304	1123912	4280	0	1123912	0	0	182_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
183	1781901179.229806661	I	decode_layer_done	5647496	5643542	4519304	1123912	4280	0	1123912	0	0	183_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
184	1781901179.323918073	I	decode_layer_done	5647496	5643542	4519304	1123912	4280	0	1123912	0	0	184_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
185	1781901179.417110909	I	decode_layer_done	5647496	5643540	4519304	1123912	4280	0	1123912	0	0	185_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
186	1781901179.520238632	I	decode_layer_done	5647500	5643542	4519304	1123916	4280	0	1123916	0	0	186_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
187	1781901179.575397786	I	decode_layer_done	5647500	5643546	4519304	1123916	4280	0	1123916	0	0	187_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
188	1781901179.643466453	J	decode_token_done	5647500	5643546	4519304	1123916	4280	0	1123916	0	0	188_J_decode_token_done.smaps_rollup	subgraphs=33
189	1781901179.698754894	C	subgraph_split_done	5647500	5643539	4519304	1123916	4280	0	1123916	0	0	189_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
190	1781901179.787986081	H	before_first_decode_token	5647500	5643546	4519304	1123916	4280	0	1123916	0	0	190_H_before_first_decode_token.smaps_rollup	subgraphs=33
191	1781901179.852290888	I	decode_layer_done	5647500	5643544	4519304	1123916	4280	0	1123916	0	0	191_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
192	1781901179.946489006	I	decode_layer_done	5647500	5643546	4519304	1123916	4280	0	1123916	0	0	192_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
193	1781901180.003854455	I	decode_layer_done	5647500	5643546	4519304	1123916	4280	0	1123916	0	0	193_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
194	1781901180.071666211	I	decode_layer_done	5647500	5643545	4519304	1123916	4280	0	1123916	0	0	194_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
195	1781901180.128113612	I	decode_layer_done	5647500	5643543	4519304	1123916	4280	0	1123916	0	0	195_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
196	1781901180.224973606	I	decode_layer_done	5647564	5643606	4519368	1123916	4280	0	1123916	0	0	196_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
197	1781901180.275134843	I	decode_layer_done	5647564	5643608	4519368	1123916	4280	0	1123916	0	0	197_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
198	1781901180.405418438	I	decode_layer_done	5647564	5643610	4519368	1123916	4280	0	1123916	0	0	198_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
199	1781901180.510969001	J	decode_token_done	5647564	5643610	4519368	1123916	4280	0	1123916	0	0	199_J_decode_token_done.smaps_rollup	subgraphs=33
200	1781901180.643497688	C	subgraph_split_done	5647564	5643610	4519368	1123916	4280	0	1123916	0	0	200_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
201	1781901180.712473217	H	before_first_decode_token	5647628	5643672	4519432	1123916	4280	0	1123916	0	0	201_H_before_first_decode_token.smaps_rollup	subgraphs=33
202	1781901180.825894906	I	decode_layer_done	5647628	5643672	4519432	1123916	4280	0	1123916	0	0	202_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
203	1781901180.878099943	I	decode_layer_done	5647628	5643672	4519432	1123916	4280	0	1123916	0	0	203_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
204	1781901180.936097551	I	decode_layer_done	5647628	5643674	4519432	1123916	4280	0	1123916	0	0	204_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
205	1781901180.990268262	I	decode_layer_done	5647628	5643674	4519432	1123916	4280	0	1123916	0	0	205_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
206	1781901181.048735673	I	decode_layer_done	5647628	5643672	4519432	1123916	4280	0	1123916	0	0	206_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
207	1781901181.151159268	I	decode_layer_done	5647628	5643674	4519432	1123916	4280	0	1123916	0	0	207_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
208	1781901181.240837764	I	decode_layer_done	5647628	5643672	4519432	1123916	4280	0	1123916	0	0	208_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
209	1781901181.350890442	I	decode_layer_done	4595476	4591421	4519432	71608	4436	0	71608	0	0	209_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
210	1781901181.447081887	J	decode_token_done	84700	80640	8656	71608	4436	0	71608	0	0	210_J_decode_token_done.smaps_rollup	subgraphs=33
211	1781901181.479944952	C	subgraph_split_done	84700	80644	8656	71608	4436	0	71608	0	0	211_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
212	1781901181.494385458	H	before_first_decode_token	84700	80643	8656	71608	4436	0	71608	0	0	212_H_before_first_decode_token.smaps_rollup	subgraphs=33
213	1781901181.508793374	I	decode_layer_done	84700	80641	8656	71608	4436	0	71608	0	0	213_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
214	1781901181.523268116	I	decode_layer_done	84700	80646	8656	71608	4436	0	71608	0	0	214_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
215	1781901181.539200523	I	decode_layer_done	84700	80645	8656	71608	4436	0	71608	0	0	215_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
216	1781901181.559069091	I	decode_layer_done	84700	80646	8656	71608	4436	0	71608	0	0	216_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
217	1781901181.586763335	I	decode_layer_done	84700	80643	8656	71608	4436	0	71608	0	0	217_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
218	1781901181.603230531	I	decode_layer_done	84700	80642	8656	71608	4436	0	71608	0	0	218_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
219	1781901181.617739527	I	decode_layer_done	0	0	0	0	0	0	0	0	0	219_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
220	1781901181.628051323	I	decode_layer_done	0	0	0	0	0	0	0	0	0	220_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
221	1781901181.636281041	J	decode_token_done	0	0	0	0	0	0	0	0	0	221_J_decode_token_done.smaps_rollup	subgraphs=33
222	1781901181.647563452	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	222_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
223	1781901181.655115277	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	223_H_before_first_decode_token.smaps_rollup	subgraphs=33
224	1781901181.664522989	I	decode_layer_done	0	0	0	0	0	0	0	0	0	224_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
225	1781901181.673397727	I	decode_layer_done	0	0	0	0	0	0	0	0	0	225_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
226	1781901181.688790210	I	decode_layer_done	0	0	0	0	0	0	0	0	0	226_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
227	1781901181.697521005	I	decode_layer_done	0	0	0	0	0	0	0	0	0	227_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
228	1781901181.706061850	I	decode_layer_done	0	0	0	0	0	0	0	0	0	228_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
229	1781901181.715522360	I	decode_layer_done	0	0	0	0	0	0	0	0	0	229_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
230	1781901181.724666525	I	decode_layer_done	0	0	0	0	0	0	0	0	0	230_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
231	1781901181.733670240	I	decode_layer_done	0	0	0	0	0	0	0	0	0	231_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
232	1781901181.742673216	J	decode_token_done	0	0	0	0	0	0	0	0	0	232_J_decode_token_done.smaps_rollup	subgraphs=33
233	1781901181.753037902	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	233_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
234	1781901181.762826735	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	234_H_before_first_decode_token.smaps_rollup	subgraphs=33
235	1781901181.771246830	I	decode_layer_done	0	0	0	0	0	0	0	0	0	235_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
236	1781901181.779916350	I	decode_layer_done	0	0	0	0	0	0	0	0	0	236_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
237	1781901181.789369291	I	decode_layer_done	0	0	0	0	0	0	0	0	0	237_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
238	1781901181.798842533	I	decode_layer_done	0	0	0	0	0	0	0	0	0	238_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
239	1781901181.808457369	I	decode_layer_done	0	0	0	0	0	0	0	0	0	239_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
240	1781901181.818194811	I	decode_layer_done	0	0	0	0	0	0	0	0	0	240_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
241	1781901181.828600848	I	decode_layer_done	0	0	0	0	0	0	0	0	0	241_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
242	1781901181.838801355	I	decode_layer_done	0	0	0	0	0	0	0	0	0	242_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
243	1781901181.847987233	J	decode_token_done	0	0	0	0	0	0	0	0	0	243_J_decode_token_done.smaps_rollup	subgraphs=33
244	1781901181.858065898	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	244_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
245	1781901181.866979383	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	245_H_before_first_decode_token.smaps_rollup	subgraphs=33
246	1781901181.876048760	I	decode_layer_done	0	0	0	0	0	0	0	0	0	246_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
247	1781901181.885586637	I	decode_layer_done	0	0	0	0	0	0	0	0	0	247_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
248	1781901181.895162500	I	decode_layer_done	0	0	0	0	0	0	0	0	0	248_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
249	1781901181.905107487	I	decode_layer_done	0	0	0	0	0	0	0	0	0	249_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
250	1781901181.914805407	I	decode_layer_done	0	0	0	0	0	0	0	0	0	250_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
251	1781901181.923742068	I	decode_layer_done	0	0	0	0	0	0	0	0	0	251_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
252	1781901181.933207464	I	decode_layer_done	0	0	0	0	0	0	0	0	0	252_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
253	1781901181.942780972	I	decode_layer_done	0	0	0	0	0	0	0	0	0	253_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
254	1781901181.951654786	J	decode_token_done	0	0	0	0	0	0	0	0	0	254_J_decode_token_done.smaps_rollup	subgraphs=33
255	1781901181.961092730	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	255_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
256	1781901181.971068053	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	256_H_before_first_decode_token.smaps_rollup	subgraphs=33
257	1781901181.980004649	I	decode_layer_done	0	0	0	0	0	0	0	0	0	257_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
258	1781901181.989383030	I	decode_layer_done	0	0	0	0	0	0	0	0	0	258_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
259	1781901181.998968362	I	decode_layer_done	0	0	0	0	0	0	0	0	0	259_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
260	1781901182.008509262	I	decode_layer_done	0	0	0	0	0	0	0	0	0	260_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
261	1781901182.017504855	I	decode_layer_done	0	0	0	0	0	0	0	0	0	261_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
262	1781901182.026766353	I	decode_layer_done	0	0	0	0	0	0	0	0	0	262_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
263	1781901182.037858492	I	decode_layer_done	0	0	0	0	0	0	0	0	0	263_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
264	1781901182.047018037	I	decode_layer_done	0	0	0	0	0	0	0	0	0	264_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
265	1781901182.056005033	J	decode_token_done	0	0	0	0	0	0	0	0	0	265_J_decode_token_done.smaps_rollup	subgraphs=33
266	1781901182.067059388	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	266_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
267	1781901182.075761020	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	267_H_before_first_decode_token.smaps_rollup	subgraphs=33
268	1781901182.086635084	I	decode_layer_done	0	0	0	0	0	0	0	0	0	268_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
269	1781901182.095093477	I	decode_layer_done	0	0	0	0	0	0	0	0	0	269_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
270	1781901182.103518754	I	decode_layer_done	0	0	0	0	0	0	0	0	0	270_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
271	1781901182.111942283	I	decode_layer_done	0	0	0	0	0	0	0	0	0	271_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
272	1781901182.121304967	I	decode_layer_done	0	0	0	0	0	0	0	0	0	272_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
273	1781901182.130471697	I	decode_layer_done	0	0	0	0	0	0	0	0	0	273_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
274	1781901182.139484480	I	decode_layer_done	0	0	0	0	0	0	0	0	0	274_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
275	1781901182.152229772	I	decode_layer_done	0	0	0	0	0	0	0	0	0	275_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
276	1781901182.160272516	J	decode_token_done	0	0	0	0	0	0	0	0	0	276_J_decode_token_done.smaps_rollup	subgraphs=33
277	1781901182.167405560	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	277_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
278	1781901182.174732563	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	278_H_before_first_decode_token.smaps_rollup	subgraphs=33
279	1781901182.182300213	I	decode_layer_done	0	0	0	0	0	0	0	0	0	279_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
280	1781901182.190261691	I	decode_layer_done	0	0	0	0	0	0	0	0	0	280_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
281	1781901182.201116118	I	decode_layer_done	0	0	0	0	0	0	0	0	0	281_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
282	1781901182.210090816	I	decode_layer_done	0	0	0	0	0	0	0	0	0	282_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
283	1781901182.219373410	I	decode_layer_done	0	0	0	0	0	0	0	0	0	283_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
284	1781901182.228675786	I	decode_layer_done	0	0	0	0	0	0	0	0	0	284_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
285	1781901182.237761970	I	decode_layer_done	0	0	0	0	0	0	0	0	0	285_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
286	1781901182.247371585	I	decode_layer_done	0	0	0	0	0	0	0	0	0	286_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
287	1781901182.256333140	J	decode_token_done	0	0	0	0	0	0	0	0	0	287_J_decode_token_done.smaps_rollup	subgraphs=33
288	1781901182.264892355	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	288_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
289	1781901182.272799908	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	289_H_before_first_decode_token.smaps_rollup	subgraphs=33
290	1781901182.280907423	I	decode_layer_done	0	0	0	0	0	0	0	0	0	290_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
291	1781901182.289754714	I	decode_layer_done	0	0	0	0	0	0	0	0	0	291_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
292	1781901182.299068151	I	decode_layer_done	0	0	0	0	0	0	0	0	0	292_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
293	1781901182.313911690	I	decode_layer_done	0	0	0	0	0	0	0	0	0	293_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
294	1781901182.324762581	I	decode_layer_done	0	0	0	0	0	0	0	0	0	294_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
295	1781901182.334042814	I	decode_layer_done	0	0	0	0	0	0	0	0	0	295_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
296	1781901182.344169269	I	decode_layer_done	0	0	0	0	0	0	0	0	0	296_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
297	1781901182.353380221	I	decode_layer_done	0	0	0	0	0	0	0	0	0	297_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
298	1781901182.363908000	J	decode_token_done	0	0	0	0	0	0	0	0	0	298_J_decode_token_done.smaps_rollup	subgraphs=33
299	1781901182.373069512	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	299_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
300	1781901182.382198892	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	300_H_before_first_decode_token.smaps_rollup	subgraphs=33
301	1781901182.391466589	I	decode_layer_done	0	0	0	0	0	0	0	0	0	301_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
302	1781901182.401219229	I	decode_layer_done	0	0	0	0	0	0	0	0	0	302_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
303	1781901182.410820800	I	decode_layer_done	0	0	0	0	0	0	0	0	0	303_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
304	1781901182.420030864	I	decode_layer_done	0	0	0	0	0	0	0	0	0	304_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
305	1781901182.436212047	I	decode_layer_done	0	0	0	0	0	0	0	0	0	305_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
306	1781901182.445350625	I	decode_layer_done	0	0	0	0	0	0	0	0	0	306_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
307	1781901182.454297436	I	decode_layer_done	0	0	0	0	0	0	0	0	0	307_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
308	1781901182.463337923	I	decode_layer_done	0	0	0	0	0	0	0	0	0	308_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
309	1781901182.472966031	J	decode_token_done	0	0	0	0	0	0	0	0	0	309_J_decode_token_done.smaps_rollup	subgraphs=33
310	1781901182.483262123	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	310_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
311	1781901182.492014846	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	311_H_before_first_decode_token.smaps_rollup	subgraphs=33
312	1781901182.500766532	I	decode_layer_done	0	0	0	0	0	0	0	0	0	312_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
313	1781901182.510285157	I	decode_layer_done	0	0	0	0	0	0	0	0	0	313_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
314	1781901182.519848992	I	decode_layer_done	0	0	0	0	0	0	0	0	0	314_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
315	1781901182.529410035	I	decode_layer_done	0	0	0	0	0	0	0	0	0	315_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
316	1781901182.539007188	I	decode_layer_done	0	0	0	0	0	0	0	0	0	316_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
317	1781901182.547925454	I	decode_layer_done	0	0	0	0	0	0	0	0	0	317_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
318	1781901182.557242864	I	decode_layer_done	0	0	0	0	0	0	0	0	0	318_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
319	1781901182.566389167	I	decode_layer_done	0	0	0	0	0	0	0	0	0	319_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
320	1781901182.575507870	J	decode_token_done	0	0	0	0	0	0	0	0	0	320_J_decode_token_done.smaps_rollup	subgraphs=33
321	1781901182.585902842	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	321_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
322	1781901182.594828290	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	322_H_before_first_decode_token.smaps_rollup	subgraphs=33
323	1781901182.605170652	I	decode_layer_done	0	0	0	0	0	0	0	0	0	323_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
324	1781901182.616912015	I	decode_layer_done	0	0	0	0	0	0	0	0	0	324_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
325	1781901182.625980688	I	decode_layer_done	0	0	0	0	0	0	0	0	0	325_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
326	1781901182.635371050	I	decode_layer_done	0	0	0	0	0	0	0	0	0	326_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
327	1781901182.645462690	I	decode_layer_done	0	0	0	0	0	0	0	0	0	327_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
328	1781901182.654595558	I	decode_layer_done	0	0	0	0	0	0	0	0	0	328_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
329	1781901182.663700615	I	decode_layer_done	0	0	0	0	0	0	0	0	0	329_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
330	1781901182.672824662	I	decode_layer_done	0	0	0	0	0	0	0	0	0	330_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
331	1781901182.682499171	J	decode_token_done	0	0	0	0	0	0	0	0	0	331_J_decode_token_done.smaps_rollup	subgraphs=33
332	1781901182.691924955	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	332_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
333	1781901182.700653113	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	333_H_before_first_decode_token.smaps_rollup	subgraphs=33
334	1781901182.709664844	I	decode_layer_done	0	0	0	0	0	0	0	0	0	334_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
335	1781901182.718721158	I	decode_layer_done	0	0	0	0	0	0	0	0	0	335_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
336	1781901182.728812784	I	decode_layer_done	0	0	0	0	0	0	0	0	0	336_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
337	1781901182.739681893	I	decode_layer_done	0	0	0	0	0	0	0	0	0	337_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
338	1781901182.748850531	I	decode_layer_done	0	0	0	0	0	0	0	0	0	338_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
339	1781901182.758205102	I	decode_layer_done	0	0	0	0	0	0	0	0	0	339_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
340	1781901182.767463199	I	decode_layer_done	0	0	0	0	0	0	0	0	0	340_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
341	1781901182.777107521	I	decode_layer_done	0	0	0	0	0	0	0	0	0	341_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
342	1781901182.785898896	J	decode_token_done	0	0	0	0	0	0	0	0	0	342_J_decode_token_done.smaps_rollup	subgraphs=33
343	1781901182.794595498	C	subgraph_split_done	0	0	0	0	0	0	0	0	0	343_C_subgraph_split_done.smaps_rollup	mode=decode subgraphs=33 group_layers=1
344	1781901182.804315182	H	before_first_decode_token	0	0	0	0	0	0	0	0	0	344_H_before_first_decode_token.smaps_rollup	subgraphs=33
345	1781901182.813473490	I	decode_layer_done	0	0	0	0	0	0	0	0	0	345_I_decode_layer_done.smaps_rollup	layer=0 subgraph=1
346	1781901182.822840114	I	decode_layer_done	0	0	0	0	0	0	0	0	0	346_I_decode_layer_done.smaps_rollup	layer=4 subgraph=5
347	1781901182.844546701	I	decode_layer_done	0	0	0	0	0	0	0	0	0	347_I_decode_layer_done.smaps_rollup	layer=8 subgraph=9
348	1781901182.851780238	I	decode_layer_done	0	0	0	0	0	0	0	0	0	348_I_decode_layer_done.smaps_rollup	layer=12 subgraph=13
349	1781901182.858547718	I	decode_layer_done	0	0	0	0	0	0	0	0	0	349_I_decode_layer_done.smaps_rollup	layer=16 subgraph=17
350	1781901182.865255521	I	decode_layer_done	0	0	0	0	0	0	0	0	0	350_I_decode_layer_done.smaps_rollup	layer=20 subgraph=21
351	1781901182.871950300	I	decode_layer_done	0	0	0	0	0	0	0	0	0	351_I_decode_layer_done.smaps_rollup	layer=24 subgraph=25
352	1781901182.878662659	I	decode_layer_done	0	0	0	0	0	0	0	0	0	352_I_decode_layer_done.smaps_rollup	layer=28 subgraph=29
353	1781901182.885308975	J	decode_token_done	0	0	0	0	0	0	0	0	0	353_J_decode_token_done.smaps_rollup	subgraphs=33
